Created At,Source,Tweet,Sentiment,Polarity,Subjectivity,User Name,Place
Sat Nov 13 13:28:16 +0000 2021,"<a href=""https://briefly.co/anchor/coronavirus"" rel=""nofollow"">Corona Virus Briefly</a>",b'As infections rise the San Joaquin Valley becomes the land of the  Los Angeles Times\n\nThis is what the COVID\xe2\x80\xa6 httpstcoQmc18iwD8z',neutral,0.0,0.0,CoronaVirus_b,
Sat Nov 13 13:28:16 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'RT existentialfish Just got an email from Fox Nation inviting me to join Fox hosts like Tucker Hannity Ingraham and Bongino in perso\xe2\x80\xa6',neutral,0.0,0.0,RajibJdr,
Sat Nov 13 13:28:16 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",b'People are idiots and those types of idiots while fun to laugh at are dangerous and need to be sectioned under th\xe2\x80\xa6 httpstcol4wEXsDETF',negative,-0.32,0.56,Socialism4Jobs,
Sat Nov 13 13:28:16 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",b'Go get the covid vaccine with your armenian parents i swear you wont regret it \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',neutral,0.0,0.0,marianmanou,
Sat Nov 13 13:28:16 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",b'RT APFactCheck A video that was manipulated to make it appear that California Gov Gavin Newsom\xe2\x80\x99s face was sagging is being shared with t\xe2\x80\xa6',neutral,0.0,0.0,B_Sputnik,
Sat Nov 13 13:28:16 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'labour sinnfeinireland pb4p SocDems \xe2\xac\x87\xef\xb8\x8f\n\nThe situation in schools is a massive scandal and a cover up \n\nPlease\xe2\x80\xa6 httpstcoEegqJnH5XV',neutral,0.0,1.0,ailbhe_c_f,
Sat Nov 13 13:28:16 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",b'Time to host an event COVID has both closed doors and opened them at COP26  many events were hybrid so people co\xe2\x80\xa6 httpstcoGlVHs7bNBI',positive,0.2,0.3,NaturalistaAnne,
Sat Nov 13 13:28:16 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",b'RT SamIAm2021MD I am blown away by this COVID vaccine video one of the coolest things I have seen in a long time httpstcoyREIETqtWh',negative,-0.05,0.4,carlotasage,
Sat Nov 13 13:28:16 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",b'RT RepChipRoy Case in point first we were told You\xe2\x80\x99re not going to \xe2\x80\x94 you\xe2\x80\x99re not going to get COVID if you have these vaccinations\n\nN\xe2\x80\xa6',positive,0.25,0.3333333333333333,greggkreamer1,
Sat Nov 13 13:28:17 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'RT DrEliDavid CDC does not recognize natural immunity\n\nSo a lawyer asked them under Freedom of Information Act to provide cases where\xe2\x80\xa6',positive,0.1,0.4,darr1n,
Sat Nov 13 13:28:17 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'RT normcharlatan 700k people died COVID and rightwing immigration policies severely limited the entry of foreign workers and something\xe2\x80\xa6',negative,-0.09821428571428571,0.13392857142857142,dublin_down,
Sat Nov 13 13:28:17 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",b'simongerman600 120 graphs from everywhere on the face of the planet showing that lockdown measures never had and n\xe2\x80\xa6 httpstcoYdR91fpa5j',neutral,0.0,0.0,JeremyPauze,
Sat Nov 13 13:28:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",b'RT DrFrancesRyan At the start of the pandemic I wrote that \xe2\x80\x98underlying health conditions\xe2\x80\x99 would be used as euphemism for \xe2\x80\x98acceptable dea\xe2\x80\xa6',neutral,0.0,0.0,PaigeMarcia1,
Sat Nov 13 13:28:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",b'SeanJon2 jasonlambertSF No injections are not given for blood clots it is widely reported that the COVID inject\xe2\x80\xa6 httpstcoJuntPeq0N6',negative,-0.1,0.4,ImChrystalRose,
Sat Nov 13 13:28:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",b'PizzaMyHeartW CBSNews Sorry to hear you are in ICU I understand your frustration  I am vaxxed I also had COVID',negative,-0.5,1.0,Jody_Lynn79,
Sat Nov 13 13:28:17 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'RT AJEnglish THREAD \xf0\x9f\xa7\xb5 \n \nAs the world is focused on COVID the global spread of dengue has increased immensely in recent decades particu\xe2\x80\xa6',neutral,0.0,0.125,ScottLOneill,
Sat Nov 13 13:28:17 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'RT bukhariawesome Covid category 5 patients are slowly increasing in number and more and more are getting even worse Especially for thos\xe2\x80\xa6',positive,0.059999999999999984,0.6,n1521z,
Sat Nov 13 13:28:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",b'RT PeterSweden7 Austria Planning lockdown for the unvaccinated\n\nItaly People banned from going to work without covid passport\n\nCana\xe2\x80\xa6',neutral,0.0,0.0,neovocis,
Sat Nov 13 13:28:17 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'JustAnLED Remember guys buying games while the covid age is a big ol red flag',neutral,0.0,0.05,Dominik73683335,
Sat Nov 13 13:28:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",b'RT JolyonMaugham Party donors Thousand pound an hour second jobs No competition contracts Secret meetings Its like the winning card\xe2\x80\xa6',positive,0.033333333333333326,0.48333333333333334,sxybio,
Sat Nov 13 13:28:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",b'RT rosamundElsFdn Saying goodbye to Jocelyn in Glasgow The filthy air in London had already separated us before the deadly covid We pr\xe2\x80\xa6',negative,-0.5,0.7,BuckardHolly,
Sat Nov 13 13:28:17 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",b'RT jacobcabe BREAKING Oklahoma National Guard\xe2\x80\x99s new top general ends COVID vaccine mandate ',positive,0.2287878787878788,0.48484848484848486,btcfork,
Sat Nov 13 13:28:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",b'RT SamIAm2021MD I am blown away by this COVID vaccine video one of the coolest things I have seen in a long time httpstcoyREIETqtWh',negative,-0.05,0.4,MeGusta95627485,
Sat Nov 13 13:28:18 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'RT Local4News Michigans 7day positive COVID rate has increased by more than 2 over the past week to 1562 as of Friday httpstco\xe2\x80\xa6',positive,0.1590909090909091,0.4318181818181818,lisabrody,
Sat Nov 13 13:28:18 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",b'RT DrEliDavid At this stage anyone who doesnt see that Swedens  approach without lockdowns mask mandates or Covid passports was ri\xe2\x80\xa6',neutral,0.0,0.0,mihribannagme,
Sat Nov 13 13:28:18 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'RT oluafolabi Erring on the side of caution isnt such a bad thing \n\nIt was our inability to adjust our approach to the disease based on\xe2\x80\xa6',negative,-0.3499999999999999,0.5833333333333333,winy_wes,
Sat Nov 13 13:28:18 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",b'RT RichieHayes2 rtenews I\xe2\x80\x99ll ask again because Irish \xe2\x80\x9cjournalists\xe2\x80\x9d wont\nHow are covid certs of benefit to public health when the jabs\xe2\x80\xa6',neutral,0.0,0.03333333333333333,LarryBradyBunch,
Sat Nov 13 13:28:18 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'RT polymorphglitch clov financials Looks good to me Great rev growth\xe2\x80\xa6 expenses went up during the worst of covid but went down massi\xe2\x80\xa6',positive,0.08611111111111111,0.6597222222222222,psc275,
Sat Nov 13 13:28:18 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'RT ITGuy1959 What about that POTUS  httpstcoe4muo0VpLS',neutral,0.0,0.0,ITGuy1959,
Sat Nov 13 13:28:18 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",b'RT jamesheathers Ok its out \n\nEveryone remembers the 5G gives you covid silliness It was already in full swing by March 2020\n\nWha\xe2\x80\xa6',positive,0.425,0.525,greedwashing,
Sat Nov 13 13:28:18 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",b'xvxDebixvx PORKSTER beverleyturner stkirsch Why do only 10 get reported there Because actual healthcare pro\xe2\x80\xa6 httpstcopuuoqlSADE',neutral,0.0,0.55,HobbsieE,
Sat Nov 13 13:28:18 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",b'Gates  from computer virus software to human viruses A dangerously ignorant man\n\n httpstcoUxMTsxCZHs via brownstoneinst',negative,-0.3,0.5,mrbmartinbaker,
Sat Nov 13 13:28:18 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",b'RT ANI Maharashtra reports 999 fresh COVID cases 1020 recoveries and 49 deaths\n\nActive cases 12219\nTotal recoveries 6466913\nDeath\xe2\x80\xa6',positive,0.05555555555555555,0.6166666666666667,thegoaneveryday,
Sat Nov 13 13:28:18 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'RT TheRightNarrat Celebrities should inspire their fans through their deeds like RubiDilaik\n1 Played transwomen and changed the thinki\xe2\x80\xa6',neutral,0.0,0.0,gurjit60821502,
Sat Nov 13 13:28:18 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",b'seasidedad1 Nope Im an anticovid vaxxer And nice projection branch covidians Every knows you cultists are nu\xe2\x80\xa6 httpstcoels8chpJ6s',positive,0.6,1.0,Ihavenopronouns,
Sat Nov 13 13:28:18 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",b'RT SamIAm2021MD I am blown away by this COVID vaccine video one of the coolest things I have seen in a long time httpstcoyREIETqtWh',negative,-0.05,0.4,DenverKVS,
Sat Nov 13 13:28:18 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",b'RT GoNewsIndia No fireworks  in Kolkata this Diwali  httpstcomfRS7t1myM',neutral,0.0,0.0,TrilokS84706546,
Sat Nov 13 13:28:19 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",b'KirstenWachter creates amazing workshops with her thoughtprovoking questions about teachers transferable skills p\xe2\x80\xa6 httpstcoiAItFclI4l',positive,0.6000000000000001,0.9,heikephilp,
Sat Nov 13 13:28:19 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",b'RT blaze0497 FDA Makes Huge COVID RECALL\xe2\x80\x9cUse Of These Tests Can Cause High Probability Of Serious Health Effects Or Even Death\n\nhttps\xe2\x80\xa6',positive,0.07555555555555558,0.7022222222222222,eva_girl4,
Sat Nov 13 13:28:19 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'RT SamIAm2021MD I am blown away by this COVID vaccine video one of the coolest things I have seen in a long time httpstcoyREIETqtWh',negative,-0.05,0.4,benhayesnyc,
Sat Nov 13 13:28:19 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",b'RT 4Patrick7 Guy gets shot and killed in New Zealand \n\nThey test him for covid and its positive\n\nEveryones baffled by the cause of de\xe2\x80\xa6',positive,0.054545454545454536,0.3333333333333333,I_See_Hypocrisy,
Sat Nov 13 13:28:19 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",b'RT LorettaTorrago The learn to live with Covid crowd would be a lot easier to take seriously if they werent also the lets get rid o\xe2\x80\xa6',negative,-0.09848484848484848,0.5833333333333333,Your_COVID19,
Sat Nov 13 13:28:19 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'This is AMAZING\n\nThis is all going on inside of me right now',positive,0.4428571428571429,0.7178571428571429,AC_Rocker,
Sat Nov 13 13:28:19 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'RT SamIAm2021MD I am blown away by this COVID vaccine video one of the coolest things I have seen in a long time httpstcoyREIETqtWh',negative,-0.05,0.4,TaeyeonIsLove_,
Sat Nov 13 13:28:20 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",b'RT SamIAm2021MD I am blown away by this COVID vaccine video one of the coolest things I have seen in a long time httpstcoyREIETqtWh',negative,-0.05,0.4,andwcampbell,
Sat Nov 13 13:28:20 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",b'RT guardiannews Expert urges offering Covid booster jabs to younger groups in UK httpstconesqTWz0fK',neutral,0.0,0.0,clough69,
Sat Nov 13 13:28:20 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",b'RT OnlyHumanFolks 7 days have passed from being spry in step to being humbled by cancer  An amazing man journeyed to the other side who\xe2\x80\xa6',positive,0.23750000000000004,0.6375,RMC231,
Sat Nov 13 13:28:20 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",b'RT JaiveerShergill Terrible times for children to grow up first Covid amp now pollution shuts schools children deserve better childhood\xe2\x80\xa6',negative,-0.08333333333333333,0.611111111111111,HariomG82247678,
Sat Nov 13 13:28:20 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'just took my 2nd covid dose and noe i have to sit here and wait 20 mins again its so BORING',negative,-0.5,0.5,dropdeaddainty,
Sat Nov 13 13:28:20 +0000 2021,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",b'Two athletes test positive for COVID19 in Beijing Olympics test\xc2\xa0events httpstcofLJtepDeuD',positive,0.22727272727272727,0.5454545454545454,TPM_NEWS,
Sat Nov 13 13:28:20 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b' Governor Whitmer\xe2\x80\x99s veto of a bill that would have forgiven MIOSHA violations based on her Executive Orders that\xe2\x80\xa6 httpstcobAFbIvYrW5',neutral,0.0,0.0,rstudley,
Sat Nov 13 13:28:21 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'RT SamIAm2021MD I am blown away by this COVID vaccine video one of the coolest things I have seen in a long time httpstcoyREIETqtWh',negative,-0.05,0.4,danware,
Sat Nov 13 13:28:21 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'RT badbrehaviorr the covid germ inside my body waiting for the sudafed to kick in httpstco5eVz4qxTID',neutral,0.0,0.0,DannyDank7,
Sat Nov 13 13:28:21 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'RT SteveOlson16 geneweingarten It literally takes a 5 second google search to find out unvaxed people do not pose a threat to vaccinated\xe2\x80\xa6',neutral,0.0,0.0,choomsboom,
Sat Nov 13 13:28:21 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",b'RT ravenscimaven Look at this incredible illustration of how a COVID19 vaccine works at the molecular level httpstcobTDLfm1dXp',positive,0.9,0.9,Micro_Kayla,
Sat Nov 13 13:28:21 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'So dope',neutral,0.0,0.0,Aeocate,
Sat Nov 13 13:28:21 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'Mustread from DLeonhardt who has been a very valuable voice during the pandemic',positive,0.2,0.3,byelin,
Sat Nov 13 13:28:21 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",b'RT mccaffreyr3 It is difficult to imagine this level of stupidity and defiance of a Governor and State AG to a sensible order of the Sec\xe2\x80\xa6',negative,-0.55,1.0,RealPropMan,
Sat Nov 13 13:28:21 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'RT blythie7 Hey BorisJohnson any chance u could send some of our army like u have 2help Polish at their border 2guard our own borders\xe2\x80\xa6',positive,0.6,1.0,maureenmickiew1,
Sat Nov 13 13:28:21 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'RT SamIAm2021MD I am blown away by this COVID vaccine video one of the coolest things I have seen in a long time httpstcoyREIETqtWh',negative,-0.05,0.4,singh_imaan,
Sat Nov 13 13:28:21 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'kaelynemmaline 716in702 nypost We are Kids and covid \xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xf0\x9f\xa4\xa6\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',neutral,0.0,0.0,SilverFox206,
Sat Nov 13 13:28:21 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'TrevorGreetham nickthegeek78 When I eventually get Covid I\xe2\x80\x99ll be facing it with preexisting heart damage amp pos\xe2\x80\xa6 httpstcoBRDYwcklaD',neutral,0.0,0.0,LepidopteraFem,
Sat Nov 13 13:28:22 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",b'RT AmySiskind Austria is doing a lockdown ONLY for the unvaccinated  Smart',positive,0.10714285714285714,0.8214285714285714,JStark08467010,
Sat Nov 13 13:28:22 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",b'RT CollegeTribune Cahill\xe2\x80\x99s fine was issued for organising an antilockdown demonstration in Trafalgar Square on September 19th 2020 \n\nU\xe2\x80\xa6',positive,0.4166666666666667,0.5,HughPDooley,
Sat Nov 13 13:28:22 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",b'RT OANN Alexander Media using flawed CDC study to promote COVID vaccine httpstcojlbUSH0dKQ OANN',negative,-0.5,0.5,AnthonyCeceroJr,
Sat Nov 13 13:28:22 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",b'RT MSingletonMDJD CDC Admits It Has No Record of an Unvaccinated Person Spreading Covid After Recovering From Covid httpstco6remcnbX\xe2\x80\xa6',neutral,0.0,0.0,EmfFact,
Sat Nov 13 13:28:22 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",b'RT FatEmperor A truly incredible 5min video of BMJ expert saying what were all thinking  amazing to see  everyone in the world should\xe2\x80\xa6',positive,0.75,0.9,LizaGirl63,
Sat Nov 13 13:28:22 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'RT davewhiteside Hey organizations\n\nThings wont just go back to the way they were on the other side of COVID19 Whether we like it o\xe2\x80\xa6',negative,-0.0625,0.1875,Tina_Varvaresos,
Sat Nov 13 13:28:22 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",b'RT jsolomonReports Oklahoma National Guard defies Pentagon won\xe2\x80\x99t impose COVID19 vaccine mandate  Just The News \n\nhttpstcoZ6BiA0nL\xe2\x80\xa6',neutral,0.0,0.0,maxgm257,
Sat Nov 13 13:28:22 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'mrdespicable22 carlquintanilla Yep Trump purposely destroyed the immigration process by cutting immigration offic\xe2\x80\xa6 httpstcoIHFtJLQEbT',negative,-0.6,0.9,RyanForSmyrna,
Sat Nov 13 13:28:22 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",b'RT SamIAm2021MD I am blown away by this COVID vaccine video one of the coolest things I have seen in a long time httpstcoyREIETqtWh',negative,-0.05,0.4,DamNepleseCoins,
Sat Nov 13 13:28:22 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",b'Deen282 NBCNews The stories just arent as plentiful COVID is the leading cause of police officer deaths And it\xe2\x80\xa6 httpstcoPZqofVOdlk',neutral,0.0,0.0,truthissavage,
Sat Nov 13 13:28:22 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",b'RT DrEliDavid Only one of the following countries is not using Covid passports Can you spot it \xf0\x9f\xa7\x90 httpstcoHX22yTspA2',neutral,0.0,0.55,TedBBaxter,
Sat Nov 13 13:28:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",b'RT JamesfWells Ive spoken with experts about what data says about transmission health outcome risks amp imunity via covid recovery amp vaxx\xe2\x80\xa6',neutral,0.0,0.0,M60Pest,
Sat Nov 13 14:05:41 +0000 2021,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",b'Experts warn of potential swell in COVID19\xc2\xa0cases httpstcoIUi6pGSqGm',neutral,0.0,1.0,Greeley_Tribune,
Sat Nov 13 14:06:13 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'RT LisaMarieBoothe Trust the people in charge Why not Why wouldn\xe2\x80\x99t you They haven\xe2\x80\x99t led us astray at all\xe2\x80\xa6',neutral,0.0,0.0,JoJoGWeller,
Sat Nov 13 14:06:13 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'RT jawadzaidi05 AhmadWaleed mediagag From Zartaj Gul Wazirs 19 ponits of covid to this PTIs choice of ministers for ministries is\xe2\x80\xa6',neutral,0.0,0.0,ssnaqi,
Sat Nov 13 14:06:14 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",b'RT SamIAm2021MD I am blown away by this COVID vaccine video one of the coolest things I have seen in a long time httpstcoyREIETqtWh',negative,-0.05,0.4,nrnmnn,
Sat Nov 13 14:06:14 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'Wow incompetent Republican Governor of Tennessee Bill Lee is a moron\xe2\x80\xa6 he is prohibiting schools and private busin\xe2\x80\xa6 httpstconDzQLpRCKu',negative,-0.08333333333333333,0.5805555555555556,Cape471,
Sat Nov 13 14:06:14 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",b'ChauncySmartt Buy christmas gifts food for the victims of covid who are in lockdown',neutral,0.0,0.0,Aiesh09,
Sat Nov 13 14:06:14 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'RT SamIAm2021MD I am blown away by this COVID vaccine video one of the coolest things I have seen in a long time httpstcoyREIETqtWh',negative,-0.05,0.4,T_momma33,
Sat Nov 13 14:06:14 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",b'RT juliaioffe Fantastic reporting Russia Today tried bifurcating its COVID19 coverage praising Russian vaccines at home sewing vaccin\xe2\x80\xa6',positive,0.2,0.45,Pyplate,
Sat Nov 13 14:06:15 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'RT SamIAm2021MD I am blown away by this COVID vaccine video one of the coolest things I have seen in a long time httpstcoyREIETqtWh',negative,-0.05,0.4,baconbambae,
